user_id,last_buy_date,F,R,R_Score,F_Score,用户标签
633869,2017-12-03,3,0,5,3,价值用户
633893,2017-11-29,1,4,2,1,挽留用户
633977,2017-12-01,2,2,3,2,发展用户
633993,2017-11-30,1,3,2,1,挽留用户
63403,2017-11-28,9,5,1,4,保持用户
634072,2017-12-02,13,1,4,5,价值用户
634130,2017-12-01,2,2,3,2,发展用户
634158,2017-11-30,2,3,2,2,挽留用户
634213,2017-11-29,7,4,2,4,保持用户
634243,2017-12-02,6,1,4,4,价值用户
634247,2017-12-03,2,0,5,2,发展用户
634263,2017-11-28,2,5,1,2,挽留用户
634285,2017-12-01,1,2,3,1,发展用户
634303,2017-11-28,2,5,1,2,挽留用户
634327,2017-12-02,2,1,4,2,发展用户
634338,2017-12-02,1,1,4,1,发展用户
634406,2017-11-30,1,3,2,1,挽留用户
634413,2017-12-02,4,1,4,3,价值用户
634442,2017-11-30,2,3,2,2,挽留用户
634455,2017-11-30,4,3,2,3,保持用户
634534,2017-11-27,1,6,1,1,挽留用户
634540,2017-11-26,1,7,1,1,挽留用户
634552,2017-11-28,1,5,1,1,挽留用户
634572,2017-12-02,6,1,4,4,价值用户
634582,2017-12-02,2,1,4,2,发展用户
634636,2017-11-30,3,3,2,3,保持用户
63464,2017-11-30,3,3,2,3,保持用户
634640,2017-11-25,1,8,1,1,挽留用户
634645,2017-11-30,6,3,2,4,保持用户
634657,2017-12-03,5,0,5,3,价值用户
634668,2017-12-03,1,0,5,1,发展用户
634694,2017-12-02,5,1,4,3,价值用户
634699,2017-12-01,2,2,3,2,发展用户
634701,2017-11-30,5,3,2,3,保持用户
634728,2017-11-28,1,5,1,1,挽留用户
634801,2017-12-03,8,0,5,4,价值用户
634834,2017-11-25,2,8,1,2,挽留用户
634837,2017-12-01,1,2,3,1,发展用户
634914,2017-12-03,6,0,5,4,价值用户
635029,2017-12-01,2,2,3,2,发展用户
635034,2017-11-29,2,4,2,2,挽留用户
635054,2017-12-02,1,1,4,1,发展用户
635112,2017-11-30,2,3,2,2,挽留用户
635168,2017-11-28,2,5,1,2,挽留用户
635197,2017-12-03,6,0,5,4,价值用户
635301,2017-11-27,1,6,1,1,挽留用户
635306,2017-11-26,1,7,1,1,挽留用户
635387,2017-11-29,1,4,2,1,挽留用户
635392,2017-11-30,3,3,2,3,保持用户
635407,2017-12-02,3,1,4,3,价值用户
635412,2017-11-25,1,8,1,1,挽留用户
63549,2017-12-03,3,0,5,3,价值用户
635546,2017-11-30,1,3,2,1,挽留用户
635572,2017-11-30,3,3,2,3,保持用户
635580,2017-11-30,2,3,2,2,挽留用户
635595,2017-11-30,3,3,2,3,保持用户
635619,2017-12-03,5,0,5,3,价值用户
63563,2017-12-03,3,0,5,3,价值用户
635645,2017-11-29,3,4,2,3,保持用户
635714,2017-11-26,1,7,1,1,挽留用户
635753,2017-12-03,4,0,5,3,价值用户
6358,2017-12-03,5,0,5,3,价值用户
635854,2017-12-03,6,0,5,4,价值用户
635912,2017-12-03,4,0,5,3,价值用户
635914,2017-12-02,5,1,4,3,价值用户
635925,2017-12-01,3,2,3,3,价值用户
635938,2017-12-02,4,1,4,3,价值用户
635945,2017-12-02,2,1,4,2,发展用户
635989,2017-12-03,1,0,5,1,发展用户
63601,2017-11-28,1,5,1,1,挽留用户
636043,2017-11-28,2,5,1,2,挽留用户
636053,2017-12-03,1,0,5,1,发展用户
636091,2017-11-29,5,4,2,3,保持用户
636133,2017-12-02,3,1,4,3,价值用户
636223,2017-12-02,2,1,4,2,发展用户
636234,2017-12-01,1,2,3,1,发展用户
636246,2017-11-30,5,3,2,3,保持用户
636247,2017-12-03,2,0,5,2,发展用户
636251,2017-11-27,3,6,1,3,保持用户
636273,2017-12-03,16,0,5,5,价值用户
636295,2017-12-02,10,1,4,4,价值用户
636296,2017-11-28,2,5,1,2,挽留用户
636333,2017-12-03,1,0,5,1,发展用户
636341,2017-12-01,1,2,3,1,发展用户
636346,2017-11-27,4,6,1,3,保持用户
63648,2017-12-02,2,1,4,2,发展用户
636577,2017-11-29,2,4,2,2,挽留用户
636590,2017-11-28,1,5,1,1,挽留用户
636598,2017-11-26,1,7,1,1,挽留用户
636605,2017-12-03,1,0,5,1,发展用户
636630,2017-12-02,3,1,4,3,价值用户
636640,2017-11-29,3,4,2,3,保持用户
636677,2017-12-03,1,0,5,1,发展用户
636695,2017-12-02,3,1,4,3,价值用户
636732,2017-12-02,4,1,4,3,价值用户
636744,2017-12-01,2,2,3,2,发展用户
636756,2017-11-28,2,5,1,2,挽留用户
636768,2017-11-29,3,4,2,3,保持用户
636865,2017-11-25,1,8,1,1,挽留用户
636980,2017-12-01,5,2,3,3,价值用户
636982,2017-12-03,8,0,5,4,价值用户
637021,2017-12-02,1,1,4,1,发展用户
637063,2017-11-27,5,6,1,3,保持用户
637066,2017-12-03,4,0,5,3,价值用户
637139,2017-11-30,1,3,2,1,挽留用户
637151,2017-11-27,1,6,1,1,挽留用户
637181,2017-11-30,7,3,2,4,保持用户
637202,2017-11-29,2,4,2,2,挽留用户
637235,2017-11-29,4,4,2,3,保持用户
637281,2017-12-02,1,1,4,1,发展用户
637290,2017-12-03,7,0,5,4,价值用户
637350,2017-12-03,3,0,5,3,价值用户
637390,2017-11-28,1,5,1,1,挽留用户
637407,2017-11-27,3,6,1,3,保持用户
637430,2017-12-03,7,0,5,4,价值用户
637485,2017-11-25,3,8,1,3,保持用户
637501,2017-12-03,9,0,5,4,价值用户
63753,2017-12-03,1,0,5,1,发展用户
637541,2017-12-02,2,1,4,2,发展用户
637576,2017-11-29,1,4,2,1,挽留用户
637578,2017-12-03,4,0,5,3,价值用户
637579,2017-11-29,1,4,2,1,挽留用户
63758,2017-12-03,3,0,5,3,价值用户
637609,2017-11-30,3,3,2,3,保持用户
637614,2017-12-01,4,2,3,3,价值用户
63766,2017-11-29,2,4,2,2,挽留用户
637676,2017-11-26,4,7,1,3,保持用户
637686,2017-12-02,3,1,4,3,价值用户
637739,2017-12-03,10,0,5,4,价值用户
637891,2017-12-03,6,0,5,4,价值用户
637967,2017-12-02,5,1,4,3,价值用户
638033,2017-12-02,1,1,4,1,发展用户
63807,2017-11-28,3,5,1,3,保持用户
638070,2017-12-03,1,0,5,1,发展用户
638079,2017-12-01,1,2,3,1,发展用户
638110,2017-12-03,5,0,5,3,价值用户
638116,2017-11-30,5,3,2,3,保持用户
638125,2017-12-02,2,1,4,2,发展用户
638155,2017-11-29,2,4,2,2,挽留用户
638191,2017-12-02,3,1,4,3,价值用户
638204,2017-11-25,1,8,1,1,挽留用户
638288,2017-12-01,1,2,3,1,发展用户
638316,2017-11-30,2,3,2,2,挽留用户
63834,2017-11-30,1,3,2,1,挽留用户
638342,2017-11-30,8,3,2,4,保持用户
638343,2017-12-03,2,0,5,2,发展用户
638355,2017-12-03,2,0,5,2,发展用户
638392,2017-12-01,1,2,3,1,发展用户
638401,2017-12-02,1,1,4,1,发展用户
638455,2017-11-28,1,5,1,1,挽留用户
638472,2017-12-01,3,2,3,3,价值用户
638508,2017-12-03,8,0,5,4,价值用户
63855,2017-12-03,1,0,5,1,发展用户
638559,2017-12-03,3,0,5,3,价值用户
638606,2017-11-28,1,5,1,1,挽留用户
638639,2017-11-28,1,5,1,1,挽留用户
638705,2017-12-03,4,0,5,3,价值用户
638717,2017-12-03,2,0,5,2,发展用户
638727,2017-11-27,2,6,1,2,挽留用户
63873,2017-11-30,1,3,2,1,挽留用户
638762,2017-11-27,1,6,1,1,挽留用户
638778,2017-12-02,8,1,4,4,价值用户
638789,2017-12-02,1,1,4,1,发展用户
638833,2017-11-25,1,8,1,1,挽留用户
638883,2017-12-01,2,2,3,2,发展用户
638904,2017-12-03,2,0,5,2,发展用户
638914,2017-11-27,2,6,1,2,挽留用户
638959,2017-11-30,5,3,2,3,保持用户
638977,2017-11-25,1,8,1,1,挽留用户
638984,2017-11-27,1,6,1,1,挽留用户
638996,2017-12-01,2,2,3,2,发展用户
639035,2017-12-02,1,1,4,1,发展用户
639054,2017-12-03,2,0,5,2,发展用户
63907,2017-12-03,4,0,5,3,价值用户
639102,2017-11-28,1,5,1,1,挽留用户
639135,2017-12-03,16,0,5,5,价值用户
63917,2017-11-30,3,3,2,3,保持用户
639204,2017-12-01,3,2,3,3,价值用户
639224,2017-11-30,2,3,2,2,挽留用户
639243,2017-12-02,2,1,4,2,发展用户
639260,2017-12-02,1,1,4,1,发展用户
639281,2017-11-26,1,7,1,1,挽留用户
639303,2017-11-29,1,4,2,1,挽留用户
639314,2017-11-30,2,3,2,2,挽留用户
639359,2017-11-30,2,3,2,2,挽留用户
639386,2017-11-30,1,3,2,1,挽留用户
639440,2017-12-03,1,0,5,1,发展用户
639463,2017-11-30,1,3,2,1,挽留用户
639498,2017-12-03,8,0,5,4,价值用户
639536,2017-11-30,1,3,2,1,挽留用户
639579,2017-11-29,2,4,2,2,挽留用户
639595,2017-12-02,8,1,4,4,价值用户
639602,2017-12-02,12,1,4,5,价值用户
63962,2017-12-03,4,0,5,3,价值用户
639645,2017-12-03,7,0,5,4,价值用户
639669,2017-11-30,2,3,2,2,挽留用户
639673,2017-12-01,1,2,3,1,发展用户
639687,2017-11-29,7,4,2,4,保持用户
639688,2017-12-02,2,1,4,2,发展用户
639705,2017-11-27,3,6,1,3,保持用户
639707,2017-11-30,6,3,2,4,保持用户
639732,2017-11-27,1,6,1,1,挽留用户
639769,2017-12-03,2,0,5,2,发展用户
639783,2017-12-02,2,1,4,2,发展用户
639825,2017-11-28,3,5,1,3,保持用户
639866,2017-12-02,5,1,4,3,价值用户
63991,2017-11-26,1,7,1,1,挽留用户
639912,2017-11-28,3,5,1,3,保持用户
639913,2017-12-02,3,1,4,3,价值用户
639921,2017-12-03,23,0,5,5,价值用户
63993,2017-11-26,1,7,1,1,挽留用户
639950,2017-11-30,5,3,2,3,保持用户
639983,2017-12-03,2,0,5,2,发展用户
639986,2017-12-01,3,2,3,3,价值用户
640003,2017-12-01,4,2,3,3,价值用户
640014,2017-12-02,1,1,4,1,发展用户
640018,2017-11-28,2,5,1,2,挽留用户
640022,2017-12-03,2,0,5,2,发展用户
640121,2017-12-03,9,0,5,4,价值用户
640132,2017-11-30,2,3,2,2,挽留用户
640140,2017-12-03,3,0,5,3,价值用户
640184,2017-12-02,3,1,4,3,价值用户
640185,2017-11-25,1,8,1,1,挽留用户
640208,2017-12-02,3,1,4,3,价值用户
640235,2017-11-27,1,6,1,1,挽留用户
640251,2017-12-02,9,1,4,4,价值用户
64026,2017-11-30,10,3,2,4,保持用户
640267,2017-11-30,2,3,2,2,挽留用户
640287,2017-12-03,2,0,5,2,发展用户
640299,2017-12-03,1,0,5,1,发展用户
640319,2017-12-02,2,1,4,2,发展用户
640384,2017-12-02,1,1,4,1,发展用户
64041,2017-12-03,3,0,5,3,价值用户
640422,2017-11-28,1,5,1,1,挽留用户
640425,2017-12-01,1,2,3,1,发展用户
640436,2017-11-26,1,7,1,1,挽留用户
640446,2017-11-25,1,8,1,1,挽留用户
640475,2017-11-25,1,8,1,1,挽留用户
64048,2017-12-03,3,0,5,3,价值用户
640540,2017-12-03,2,0,5,2,发展用户
640551,2017-12-02,3,1,4,3,价值用户
640557,2017-12-02,1,1,4,1,发展用户
640566,2017-11-25,2,8,1,2,挽留用户
640597,2017-11-30,1,3,2,1,挽留用户
64060,2017-12-03,14,0,5,5,价值用户
640600,2017-12-01,1,2,3,1,发展用户
640647,2017-12-03,8,0,5,4,价值用户
640657,2017-11-26,2,7,1,2,挽留用户
640687,2017-12-02,4,1,4,3,价值用户
640692,2017-12-03,4,0,5,3,价值用户
640714,2017-11-27,2,6,1,2,挽留用户
640760,2017-11-28,1,5,1,1,挽留用户
640810,2017-11-28,2,5,1,2,挽留用户
640849,2017-11-30,1,3,2,1,挽留用户
640887,2017-12-02,1,1,4,1,发展用户
640958,2017-12-03,5,0,5,3,价值用户
640980,2017-12-03,5,0,5,3,价值用户
640997,2017-12-01,2,2,3,2,发展用户
641006,2017-12-03,2,0,5,2,发展用户
641016,2017-11-26,1,7,1,1,挽留用户
641021,2017-12-03,1,0,5,1,发展用户
641036,2017-11-25,2,8,1,2,挽留用户
641037,2017-11-29,3,4,2,3,保持用户
641059,2017-12-02,1,1,4,1,发展用户
641128,2017-12-03,2,0,5,2,发展用户
641156,2017-12-01,1,2,3,1,发展用户
641164,2017-12-02,7,1,4,4,价值用户
641195,2017-11-29,2,4,2,2,挽留用户
641202,2017-12-03,3,0,5,3,价值用户
641214,2017-11-25,1,8,1,1,挽留用户
641251,2017-12-01,2,2,3,2,发展用户
641280,2017-12-02,4,1,4,3,价值用户
641338,2017-12-01,3,2,3,3,价值用户
641390,2017-12-03,1,0,5,1,发展用户
641400,2017-12-03,5,0,5,3,价值用户
64142,2017-11-25,1,8,1,1,挽留用户
641449,2017-12-03,2,0,5,2,发展用户
641462,2017-11-29,11,4,2,5,保持用户
64153,2017-11-30,3,3,2,3,保持用户
641546,2017-11-29,1,4,2,1,挽留用户
64159,2017-12-03,7,0,5,4,价值用户
64160,2017-12-02,2,1,4,2,发展用户
641613,2017-11-29,2,4,2,2,挽留用户
641684,2017-12-02,2,1,4,2,发展用户
641732,2017-11-30,1,3,2,1,挽留用户
641759,2017-12-03,7,0,5,4,价值用户
641772,2017-11-29,3,4,2,3,保持用户
641845,2017-12-02,10,1,4,4,价值用户
641884,2017-12-03,10,0,5,4,价值用户
641904,2017-12-01,5,2,3,3,价值用户
641915,2017-12-03,2,0,5,2,发展用户
641953,2017-12-03,3,0,5,3,价值用户
641971,2017-12-03,6,0,5,4,价值用户
641989,2017-12-01,1,2,3,1,发展用户
642001,2017-12-02,5,1,4,3,价值用户
642039,2017-12-01,2,2,3,2,发展用户
64206,2017-11-29,3,4,2,3,保持用户
642091,2017-11-29,4,4,2,3,保持用户
642165,2017-12-01,3,2,3,3,价值用户
6422,2017-11-29,2,4,2,2,挽留用户
642226,2017-12-03,5,0,5,3,价值用户
642229,2017-11-30,3,3,2,3,保持用户
642235,2017-12-03,7,0,5,4,价值用户
642264,2017-12-02,3,1,4,3,价值用户
642309,2017-12-03,11,0,5,5,价值用户
642321,2017-12-03,5,0,5,3,价值用户
642322,2017-11-30,1,3,2,1,挽留用户
642369,2017-12-03,1,0,5,1,发展用户
642371,2017-12-02,2,1,4,2,发展用户
642404,2017-11-29,1,4,2,1,挽留用户
642407,2017-11-26,1,7,1,1,挽留用户
642419,2017-12-02,2,1,4,2,发展用户
642440,2017-11-28,5,5,1,3,保持用户
642488,2017-12-02,4,1,4,3,价值用户
642495,2017-12-02,4,1,4,3,价值用户
64251,2017-11-29,3,4,2,3,保持用户
642560,2017-11-29,1,4,2,1,挽留用户
642564,2017-12-02,5,1,4,3,价值用户
6426,2017-12-03,2,0,5,2,发展用户
642617,2017-12-02,3,1,4,3,价值用户
642651,2017-12-02,2,1,4,2,发展用户
642698,2017-11-28,1,5,1,1,挽留用户
642746,2017-11-28,1,5,1,1,挽留用户
642769,2017-12-02,1,1,4,1,发展用户
642806,2017-12-03,6,0,5,4,价值用户
642872,2017-12-03,4,0,5,3,价值用户
642875,2017-12-03,8,0,5,4,价值用户
642878,2017-11-30,2,3,2,2,挽留用户
642919,2017-12-03,4,0,5,3,价值用户
642973,2017-11-26,1,7,1,1,挽留用户
643087,2017-12-02,3,1,4,3,价值用户
643176,2017-12-02,1,1,4,1,发展用户
643177,2017-12-02,2,1,4,2,发展用户
643178,2017-12-03,2,0,5,2,发展用户
643188,2017-12-02,1,1,4,1,发展用户
643437,2017-12-02,3,1,4,3,价值用户
64346,2017-12-01,3,2,3,3,价值用户
643500,2017-11-30,2,3,2,2,挽留用户
643614,2017-11-27,2,6,1,2,挽留用户
64363,2017-11-27,2,6,1,2,挽留用户
643638,2017-11-29,2,4,2,2,挽留用户
643694,2017-11-30,2,3,2,2,挽留用户
643698,2017-11-28,1,5,1,1,挽留用户
643747,2017-11-27,2,6,1,2,挽留用户
643785,2017-11-27,1,6,1,1,挽留用户
643803,2017-12-03,3,0,5,3,价值用户
643821,2017-12-03,10,0,5,4,价值用户
64386,2017-11-25,1,8,1,1,挽留用户
643985,2017-12-01,5,2,3,3,价值用户
644020,2017-12-02,2,1,4,2,发展用户
644040,2017-12-02,2,1,4,2,发展用户
644046,2017-11-30,1,3,2,1,挽留用户
644070,2017-11-28,11,5,1,5,保持用户
644075,2017-11-30,1,3,2,1,挽留用户
644099,2017-12-01,3,2,3,3,价值用户
644106,2017-11-29,4,4,2,3,保持用户
644114,2017-12-01,2,2,3,2,发展用户
644166,2017-12-01,1,2,3,1,发展用户
644192,2017-11-28,1,5,1,1,挽留用户
644194,2017-12-02,1,1,4,1,发展用户
64420,2017-12-02,4,1,4,3,价值用户
644276,2017-11-30,2,3,2,2,挽留用户
644315,2017-11-29,2,4,2,2,挽留用户
644329,2017-12-03,1,0,5,1,发展用户
644332,2017-12-02,3,1,4,3,价值用户
644335,2017-12-03,2,0,5,2,发展用户
644343,2017-12-01,1,2,3,1,发展用户
644354,2017-12-03,9,0,5,4,价值用户
644369,2017-11-29,1,4,2,1,挽留用户
644404,2017-12-02,2,1,4,2,发展用户
644423,2017-11-28,1,5,1,1,挽留用户
644434,2017-11-29,3,4,2,3,保持用户
644436,2017-12-02,3,1,4,3,价值用户
6445,2017-12-02,4,1,4,3,价值用户
644562,2017-11-27,2,6,1,2,挽留用户
644596,2017-12-01,2,2,3,2,发展用户
64460,2017-11-30,5,3,2,3,保持用户
644666,2017-12-03,2,0,5,2,发展用户
644685,2017-12-03,2,0,5,2,发展用户
64469,2017-12-03,3,0,5,3,价值用户
64470,2017-12-02,1,1,4,1,发展用户
644711,2017-11-29,2,4,2,2,挽留用户
644715,2017-12-02,1,1,4,1,发展用户
644731,2017-11-26,2,7,1,2,挽留用户
644761,2017-11-30,2,3,2,2,挽留用户
644775,2017-12-01,1,2,3,1,发展用户
644780,2017-11-28,1,5,1,1,挽留用户
644825,2017-12-02,1,1,4,1,发展用户
644834,2017-12-03,2,0,5,2,发展用户
644889,2017-12-02,1,1,4,1,发展用户
644890,2017-11-27,2,6,1,2,挽留用户
644903,2017-12-02,3,1,4,3,价值用户
644917,2017-11-30,2,3,2,2,挽留用户
644973,2017-12-02,2,1,4,2,发展用户
644992,2017-12-02,3,1,4,3,价值用户
645029,2017-11-26,2,7,1,2,挽留用户
645040,2017-12-03,8,0,5,4,价值用户
645060,2017-11-29,4,4,2,3,保持用户
64514,2017-11-26,4,7,1,3,保持用户
645176,2017-11-29,4,4,2,3,保持用户
645178,2017-11-26,1,7,1,1,挽留用户
645180,2017-12-01,1,2,3,1,发展用户
645200,2017-12-02,5,1,4,3,价值用户
64524,2017-12-03,3,0,5,3,价值用户
645251,2017-11-27,8,6,1,4,保持用户
645287,2017-11-26,1,7,1,1,挽留用户
6453,2017-12-03,1,0,5,1,发展用户
645362,2017-12-01,4,2,3,3,价值用户
645388,2017-11-30,1,3,2,1,挽留用户
645393,2017-12-02,2,1,4,2,发展用户
645476,2017-11-25,1,8,1,1,挽留用户
645545,2017-12-01,2,2,3,2,发展用户
645557,2017-12-03,5,0,5,3,价值用户
645596,2017-11-28,2,5,1,2,挽留用户
645617,2017-11-29,4,4,2,3,保持用户
645635,2017-12-01,3,2,3,3,价值用户
645680,2017-12-03,5,0,5,3,价值用户
645703,2017-12-02,3,1,4,3,价值用户
645736,2017-12-03,5,0,5,3,价值用户
645751,2017-12-01,2,2,3,2,发展用户
645755,2017-12-01,4,2,3,3,价值用户
645798,2017-12-02,3,1,4,3,价值用户
645823,2017-12-01,4,2,3,3,价值用户
645868,2017-11-29,2,4,2,2,挽留用户
645884,2017-12-01,2,2,3,2,发展用户
645928,2017-12-03,7,0,5,4,价值用户
645939,2017-11-29,2,4,2,2,挽留用户
645958,2017-12-02,1,1,4,1,发展用户
645995,2017-11-30,4,3,2,3,保持用户
64604,2017-12-03,4,0,5,3,价值用户
646055,2017-12-02,2,1,4,2,发展用户
646060,2017-11-27,1,6,1,1,挽留用户
646094,2017-11-26,3,7,1,3,保持用户
646109,2017-12-02,3,1,4,3,价值用户
646162,2017-11-28,1,5,1,1,挽留用户
646191,2017-11-27,1,6,1,1,挽留用户
646206,2017-12-02,7,1,4,4,价值用户
64621,2017-11-29,2,4,2,2,挽留用户
646242,2017-11-29,4,4,2,3,保持用户
646267,2017-12-02,2,1,4,2,发展用户
646300,2017-12-02,3,1,4,3,价值用户
646348,2017-12-02,4,1,4,3,价值用户
646365,2017-11-30,2,3,2,2,挽留用户
646415,2017-12-03,4,0,5,3,价值用户
646416,2017-12-02,8,1,4,4,价值用户
646441,2017-12-03,7,0,5,4,价值用户
646557,2017-12-02,6,1,4,4,价值用户
646604,2017-12-03,7,0,5,4,价值用户
646638,2017-12-03,1,0,5,1,发展用户
646751,2017-12-01,2,2,3,2,发展用户
646825,2017-11-25,1,8,1,1,挽留用户
646836,2017-12-02,2,1,4,2,发展用户
64685,2017-12-03,2,0,5,2,发展用户
646880,2017-11-29,1,4,2,1,挽留用户
646917,2017-12-03,3,0,5,3,价值用户
64695,2017-12-03,2,0,5,2,发展用户
646954,2017-12-03,4,0,5,3,价值用户
64700,2017-12-02,4,1,4,3,价值用户
647016,2017-11-25,1,8,1,1,挽留用户
647023,2017-11-25,1,8,1,1,挽留用户
647056,2017-12-01,1,2,3,1,发展用户
647105,2017-12-03,3,0,5,3,价值用户
647107,2017-12-03,32,0,5,5,价值用户
647110,2017-11-30,3,3,2,3,保持用户
647125,2017-12-03,2,0,5,2,发展用户
647169,2017-12-03,3,0,5,3,价值用户
647175,2017-11-30,1,3,2,1,挽留用户
647201,2017-12-03,3,0,5,3,价值用户
647254,2017-11-26,2,7,1,2,挽留用户
647256,2017-11-30,1,3,2,1,挽留用户
647325,2017-12-02,6,1,4,4,价值用户
647330,2017-11-26,1,7,1,1,挽留用户
647373,2017-12-02,6,1,4,4,价值用户
647376,2017-11-28,1,5,1,1,挽留用户
647406,2017-12-01,2,2,3,2,发展用户
647414,2017-11-28,2,5,1,2,挽留用户
647436,2017-11-27,4,6,1,3,保持用户
647451,2017-11-27,2,6,1,2,挽留用户
647490,2017-12-01,2,2,3,2,发展用户
647511,2017-11-28,1,5,1,1,挽留用户
647554,2017-12-03,2,0,5,2,发展用户
647582,2017-11-25,3,8,1,3,保持用户
647588,2017-12-01,4,2,3,3,价值用户
647596,2017-12-02,4,1,4,3,价值用户
647685,2017-12-02,3,1,4,3,价值用户
647719,2017-12-03,4,0,5,3,价值用户
647722,2017-11-29,1,4,2,1,挽留用户
647783,2017-12-03,2,0,5,2,发展用户
647802,2017-12-01,1,2,3,1,发展用户
647825,2017-12-03,1,0,5,1,发展用户
647833,2017-12-02,18,1,4,5,价值用户
64784,2017-11-29,2,4,2,2,挽留用户
647841,2017-11-28,5,5,1,3,保持用户
647844,2017-12-01,1,2,3,1,发展用户
647878,2017-12-01,1,2,3,1,发展用户
647893,2017-12-02,1,1,4,1,发展用户
647894,2017-12-03,1,0,5,1,发展用户
647908,2017-12-01,5,2,3,3,价值用户
647916,2017-11-30,1,3,2,1,挽留用户
647928,2017-12-03,1,0,5,1,发展用户
647931,2017-11-29,2,4,2,2,挽留用户
64798,2017-12-01,2,2,3,2,发展用户
648,2017-12-03,4,0,5,3,价值用户
648004,2017-11-29,1,4,2,1,挽留用户
648008,2017-12-03,4,0,5,3,价值用户
648023,2017-12-02,1,1,4,1,发展用户
648068,2017-11-29,2,4,2,2,挽留用户
648080,2017-12-03,5,0,5,3,价值用户
648120,2017-12-01,1,2,3,1,发展用户
648150,2017-11-30,2,3,2,2,挽留用户
648186,2017-12-03,6,0,5,4,价值用户
64819,2017-11-30,1,3,2,1,挽留用户
648212,2017-11-29,1,4,2,1,挽留用户
648221,2017-11-27,1,6,1,1,挽留用户
648249,2017-12-02,1,1,4,1,发展用户
648280,2017-12-01,4,2,3,3,价值用户
648282,2017-12-02,4,1,4,3,价值用户
648312,2017-11-29,4,4,2,3,保持用户
648322,2017-11-27,1,6,1,1,挽留用户
648334,2017-12-03,1,0,5,1,发展用户
648364,2017-12-03,1,0,5,1,发展用户
648455,2017-11-27,4,6,1,3,保持用户
648459,2017-11-29,1,4,2,1,挽留用户
648492,2017-11-26,1,7,1,1,挽留用户
648518,2017-11-30,1,3,2,1,挽留用户
648550,2017-11-29,3,4,2,3,保持用户
648552,2017-12-02,2,1,4,2,发展用户
648577,2017-12-03,3,0,5,3,价值用户
648600,2017-11-28,1,5,1,1,挽留用户
648678,2017-11-29,2,4,2,2,挽留用户
648696,2017-12-03,2,0,5,2,发展用户
648714,2017-11-29,4,4,2,3,保持用户
648723,2017-11-26,3,7,1,3,保持用户
648744,2017-12-03,3,0,5,3,价值用户
648749,2017-11-30,1,3,2,1,挽留用户
648798,2017-12-02,1,1,4,1,发展用户
648799,2017-11-28,1,5,1,1,挽留用户
648822,2017-11-27,4,6,1,3,保持用户
648838,2017-12-02,2,1,4,2,发展用户
649002,2017-11-26,1,7,1,1,挽留用户
649008,2017-12-02,7,1,4,4,价值用户
649075,2017-12-03,4,0,5,3,价值用户
649234,2017-12-02,2,1,4,2,发展用户
649241,2017-12-03,2,0,5,2,发展用户
64925,2017-12-03,1,0,5,1,发展用户
649256,2017-11-28,4,5,1,3,保持用户
649264,2017-12-02,8,1,4,4,价值用户
649311,2017-12-02,3,1,4,3,价值用户
649330,2017-12-03,3,0,5,3,价值用户
649339,2017-11-30,1,3,2,1,挽留用户
649371,2017-12-01,4,2,3,3,价值用户
649384,2017-12-01,3,2,3,3,价值用户
64942,2017-12-01,1,2,3,1,发展用户
649467,2017-12-03,2,0,5,2,发展用户
649532,2017-12-03,2,0,5,2,发展用户
649550,2017-11-28,2,5,1,2,挽留用户
649589,2017-12-02,1,1,4,1,发展用户
649608,2017-12-02,3,1,4,3,价值用户
649637,2017-12-02,16,1,4,5,价值用户
649685,2017-11-27,2,6,1,2,挽留用户
6497,2017-11-29,3,4,2,3,保持用户
649716,2017-12-03,6,0,5,4,价值用户
649726,2017-12-01,6,2,3,4,价值用户
649762,2017-12-03,4,0,5,3,价值用户
649768,2017-11-29,4,4,2,3,保持用户
649795,2017-12-02,5,1,4,3,价值用户
649805,2017-12-03,5,0,5,3,价值用户
649839,2017-11-29,1,4,2,1,挽留用户
649905,2017-11-28,3,5,1,3,保持用户
649928,2017-11-30,1,3,2,1,挽留用户
649939,2017-12-02,1,1,4,1,发展用户
649986,2017-12-03,3,0,5,3,价值用户
65,2017-12-02,2,1,4,2,发展用户
650059,2017-11-30,2,3,2,2,挽留用户
650093,2017-12-02,4,1,4,3,价值用户
650124,2017-11-29,1,4,2,1,挽留用户
650139,2017-11-28,5,5,1,3,保持用户
650169,2017-11-25,1,8,1,1,挽留用户
65021,2017-12-03,7,0,5,4,价值用户
65023,2017-12-03,5,0,5,3,价值用户
650231,2017-12-03,5,0,5,3,价值用户
650283,2017-11-25,1,8,1,1,挽留用户
650301,2017-12-01,2,2,3,2,发展用户
650337,2017-11-27,1,6,1,1,挽留用户
650347,2017-12-03,3,0,5,3,价值用户
650369,2017-11-30,1,3,2,1,挽留用户
650427,2017-12-03,9,0,5,4,价值用户
650461,2017-12-03,3,0,5,3,价值用户
65050,2017-12-01,2,2,3,2,发展用户
650538,2017-11-26,1,7,1,1,挽留用户
650547,2017-11-29,1,4,2,1,挽留用户
650549,2017-12-03,10,0,5,4,价值用户
650605,2017-12-03,4,0,5,3,价值用户
650608,2017-11-30,2,3,2,2,挽留用户
650639,2017-11-30,4,3,2,3,保持用户
650650,2017-11-28,2,5,1,2,挽留用户
650676,2017-11-28,2,5,1,2,挽留用户
650683,2017-12-02,3,1,4,3,价值用户
650684,2017-11-29,1,4,2,1,挽留用户
